LipidIon,Class,FattyAcid,Ion,Formula,ObsMz,Rt,Pol.,z,ObsMass,CalcMz,Grade
PI(18:0/20:4)-H,PI,(18:0/20:4),M-H,C47 H82 O13 N0 P1,885.550497,20.682209,N,1,885.5499485,885.5498565,A
PC(18:1/22:1)+HCOO,PC,(18:1/22:1),M+HCOO,C49 H93 O10 N1 P1,886.654705,24.839397,N,1,886.6541565,886.6542605,A
PI(18:0/20:4)+H,PI,(18:0/20:4),M+H,C47 H84 O13 N0 P1,887.561255,20.261309,P,1,887.5618035,887.5644095,A
PI(18:0/20:3)-H,PI,(18:0/20:3),M-H,C47 H84 O13 N0 P1,887.566119,21.74761,N,1,887.5655705,887.5655065,A
PC(16:0/24:1)+HCOO,PC,(16:0/24:1),M+HCOO,C49 H95 O10 N1 P1,888.670491,26.038779,N,1,888.6699425,888.6699105,A
PC(18:0/22:1)+HCOO,PC,(18:0/22:1),M+HCOO,C49 H95 O10 N1 P1,888.670978,26.611721,N,1,888.6704295,888.6699105,A
TG(17:1/18:1/18:1)+NH4,TG,(17:1/18:1/18:1),M+NH4,C56 H106 O6 N1,888.799811,29.061168,P,1,888.8003595,888.8014655,A
PI(18:0/20:2)-H,PI,(18:0/20:2),M-H,C47 H86 O13 N0 P1,889.581938,23.459525,N,1,889.5813895,889.5811565,A
TG(16:0/18:1/19:1)+NH4,TG,(16:0/18:1/19:1),M+NH4,C56 H108 O6 N1,890.815277,29.596716,P,1,890.8158255,890.8171155,A
TG(16:1/16:1/22:5)+NH4,TG,(16:1/16:1/22:5),M+NH4,C57 H100 O6 N1,894.75419,28.020382,P,1,894.7547385,894.7545155,A
TG(18:1/14:0/22:5)+NH4,TG,(18:1/14:0/22:5),M+NH4,C57 H102 O6 N1,896.767903,28.322849,P,1,896.7684515,896.7701655,A
PI(19:1/20:4)-H,PI,(19:1/20:4),M-H,C48 H82 O13 N0 P1,897.550477,19.425255,N,1,897.5499285,897.5498565,A
PC(20:4/22:6)+HCOO,PC,(20:4/22:6),M+HCOO,C51 H81 O10 N1 P1,898.561143,17.414377,N,1,898.5605945,898.5603605,A
TG(16:0/18:1/20:4)+NH4,TG,(16:0/18:1/20:4),M+NH4,C57 H104 O6 N1,898.783986,28.843747,P,1,898.7845345,898.7858155,A
PI(18:1/21:3)-H,PI,(18:1/21:3),M-H,C48 H84 O13 N0 P1,899.567059,20.763018,N,1,899.5665105,899.5655065,A
PI(18:2/20:4)+NH4,PI,(18:2/20:4),M+NH4,C47 H83 O13 N1 P1,900.558158,18.021525,P,1,900.5587065,900.5596585,A
PI(18:0/21:3)-H,PI,(18:0/21:3),M-H,C48 H86 O13 N0 P1,901.581497,22.439212,N,1,901.5809485,901.5811565,A
PI(18:1/20:4)+NH4,PI,(18:1/20:4),M+NH4,C47 H85 O13 N1 P1,902.574182,19.017104,P,1,902.5747305,902.5753085,A
PC(20:2/22:6)+HCOO,PC,(20:2/22:6),M+HCOO,C51 H85 O10 N1 P1,902.592488,19.240846,N,1,902.5919395,902.5916605,A
TG(18:1/18:1/18:1)+NH4,TG,(18:1/18:1/18:1),M+NH4,C57 H108 O6 N1,902.815449,29.39828,P,1,902.8159975,902.8171155,A
PI(18:1/20:3)+NH4,PI,(18:1/20:3),M+NH4,C47 H87 O13 N1 P1,904.589021,20.080857,P,1,904.5895695,904.5909585,A
PI(18:0/20:4)+NH4,PI,(18:0/20:4),M+NH4,C47 H87 O13 N1 P1,904.589612,20.613795,P,1,904.5901605,904.5909585,A
PC(20:1/22:6)+HCOO,PC,(20:1/22:6),M+HCOO,C51 H87 O10 N1 P1,904.608964,20.59753,N,1,904.6084155,904.6073105,A
TG(18:0/18:1/18:1)+NH4,TG,(18:0/18:1/18:1),M+NH4,C57 H110 O6 N1,904.830662,29.94312,P,1,904.8312105,904.8327655,A
PI(18:0/20:3)+NH4,PI,(18:0/20:3),M+NH4,C47 H89 O13 N1 P1,906.604689,21.707941,P,1,906.6052375,906.6066085,A
TG(18:0/18:0/18:1)+NH4,TG,(18:0/18:0/18:1),M+NH4,C57 H112 O6 N1,906.846293,30.993569,P,1,906.8468415,906.8484155,A
PI(18:1/22:6)-H,PI,(18:1/22:6),M-H,C49 H80 O13 N0 P1,907.53532,18.325985,N,1,907.5347715,907.5342065,A
PC(22:1/20:4)+HCOO,PC,(22:1/20:4),M+HCOO,C51 H91 O10 N1 P1,908.639632,22.640465,N,1,908.6390835,908.6386105,A
PI(18:1/22:5)-H,PI,(18:1/22:5),M-H,C49 H82 O13 N0 P1,909.550188,19.185786,N,1,909.5496395,909.5498565,A
PI(18:0/22:6)-H,PI,(18:0/22:6),M-H,C49 H82 O13 N0 P1,909.551134,19.805697,N,1,909.5505855,909.5498565,A
PC(24:3/18:1)+HCOO,PC,(24:3/18:1),M+HCOO,C51 H93 O10 N1 P1,910.65606,23.261454,N,1,910.6555115,910.6542605,A
TG(17:1/18:1/20:4)+NH4,TG,(17:1/18:1/20:4),M+NH4,C58 H104 O6 N1,910.784737,28.536953,P,1,910.7852855,910.7858155,A
PI(18:0/22:5)-H,PI,(18:0/22:5),M-H,C49 H84 O13 N0 P1,911.565491,20.337999,N,1,911.5649425,911.5655065,A
PI(18:1/22:4)-H,PI,(18:1/22:4),M-H,C49 H84 O13 N0 P1,911.565961,19.75074,N,1,911.5654125,911.5655065,A
PC(24:3/18:0)+HCOO,PC,(24:3/18:0),M+HCOO,C51 H95 O10 N1 P1,912.671982,25.207585,N,1,912.6714335,912.6699105,A
PC(18:1/24:2)+HCOO,PC,(18:1/24:2),M+HCOO,C51 H95 O10 N1 P1,912.672566,24.648003,N,1,912.6720175,912.6699105,A
PI(18:0/22:4)-H,PI,(18:0/22:4),M-H,C49 H86 O13 N0 P1,913.583592,21.453893,N,1,913.5830435,913.5811565,A
PC(18:1/24:1)+HCOO,PC,(18:1/24:1),M+HCOO,C51 H97 O10 N1 P1,914.687819,25.836064,N,1,914.6872705,914.6855605,A
PI(18:0/22:3)-H,PI,(18:0/22:3),M-H,C49 H88 O13 N0 P1,915.597191,22.638171,N,1,915.5966425,915.5968065,A
PC(18:1/24:0)+HCOO,PC,(18:1/24:0),M+HCOO,C51 H99 O10 N1 P1,916.70191,27.518121,N,1,916.7013615,916.7012105,A
TG(16:1/18:1/22:6)+NH4,TG,(16:1/18:1/22:6),M+NH4,C59 H102 O6 N1,920.769285,28.124169,P,1,920.7698335,920.7701655,A
TG(16:0/18:1/22:6)+NH4,TG,(16:0/18:1/22:6),M+NH4,C59 H104 O6 N1,922.784145,28.638549,P,1,922.7846935,922.7858155,A
TG(16:0/18:1/22:4)+NH4,TG,(16:0/18:1/22:4),M+NH4,C59 H108 O6 N1,926.8151,28.98677,P,1,926.8156485,926.8171155,A
PI(18:1/22:5)+NH4,PI,(18:1/22:5),M+NH4,C49 H87 O13 N1 P1,928.586456,19.266103,P,1,928.5870045,928.5909585,A
TG(20:1/18:1/18:1)+NH4,TG,(20:1/18:1/18:1),M+NH4,C59 H112 O6 N1,930.846246,29.453512,P,1,930.8467945,930.8484155,A
TG(18:0/18:1/20:1)+NH4,TG,(18:0/18:1/20:1),M+NH4,C59 H114 O6 N1,932.861793,30.542279,P,1,932.8623415,932.8640655,A
TG(16:0/18:1/22:0)+NH4,TG,(16:0/18:1/22:0),M+NH4,C59 H116 O6 N1,934.874561,31.162589,P,1,934.8751095,934.8797155,A
TG(18:0/18:1/20:0)+NH4,TG,(18:0/18:1/20:0),M+NH4,C59 H116 O6 N1,934.875119,31.081435,P,1,934.8756675,934.8797155,A
TG(17:1/18:1/22:5)+NH4,TG,(17:1/18:1/22:5),M+NH4,C60 H106 O6 N1,936.799969,28.592374,P,1,936.8005175,936.8014655,A
TG(18:1/18:1/21:3)+NH4,TG,(18:1/18:1/21:3),M+NH4,C60 H110 O6 N1,940.830626,29.070259,P,1,940.8311745,940.8327655,A
PC(26:1/18:1)+HCOO,PC,(26:1/18:1),M+HCOO,C53 H101 O10 N1 P1,942.718104,27.035227,N,1,942.7175555,942.7168605,A
TG(18:1/18:2/22:6)+NH4,TG,(18:1/18:2/22:6),M+NH4,C61 H104 O6 N1,946.783688,28.290176,P,1,946.7842365,946.7858155,A
TG(18:1/18:1/22:5)+NH4,TG,(18:1/18:1/22:5),M+NH4,C61 H108 O6 N1,950.814534,28.640843,P,1,950.8150825,950.8171155,A
TG(18:0/18:1/22:5)+NH4,TG,(18:0/18:1/22:5),M+NH4,C61 H110 O6 N1,952.830273,29.20662,P,1,952.8308215,952.8327655,A
TG(18:0/18:1/22:4)+NH4,TG,(18:0/18:1/22:4),M+NH4,C61 H112 O6 N1,954.844907,29.733272,P,1,954.8454555,954.8484155,A
TG(16:0/18:1/24:1)+NH4,TG,(16:0/18:1/24:1),M+NH4,C61 H118 O6 N1,960.893666,30.722673,P,1,960.8942145,960.8953655,A
TG(18:0/16:0/24:1)+NH4,TG,(18:0/16:0/24:1),M+NH4,C61 H120 O6 N1,962.904676,31.230125,P,1,962.9052245,962.9110155,A
TG(18:1/20:4/22:5)+NH4,TG,(18:1/20:4/22:5),M+NH4,C63 H106 O6 N1,972.799782,28.28559,P,1,972.8003305,972.8014655,A
TG(18:1/20:3/22:5)+NH4,TG,(18:1/20:3/22:5),M+NH4,C63 H108 O6 N1,974.813432,28.479515,P,1,974.8139805,974.8171155,A
TG(24:3/18:1/18:1)+NH4,TG,(24:3/18:1/18:1),M+NH4,C63 H116 O6 N1,982.875595,29.504278,P,1,982.8761435,982.8797155,A
TG(18:1/18:1/24:1)+NH4,TG,(18:1/18:1/24:1),M+NH4,C63 H120 O6 N1,986.908839,30.174427,P,1,986.9093875,986.9110155,A
TG(18:0/18:1/24:1)+NH4,TG,(18:0/18:1/24:1),M+NH4,C63 H122 O6 N1,988.922954,30.724964,P,1,988.9235025,988.9266655,A
TG(18:1/22:5/22:5)+NH4,TG,(18:1/22:5/22:5),M+NH4,C65 H108 O6 N1,998.814592,28.389394,P,1,998.8151405,998.8171155,A
TG(26:0/18:1/18:1)+NH4,TG,(26:0/18:1/18:1),M+NH4,C65 H126 O6 N1,1016.953646,31.311306,P,1,1016.954195,1016.957965,A
TG(18:1/24:1/24:1)+NH4,TG,(18:1/24:1/24:1),M+NH4,C69 H132 O6 N1,1071.00098,30.731827,P,1,1071.001529,1071.004915,A
MG(16:0)+NH4,MG,(16:0),M+NH4,C19 H42 O4 N1,348.310468,11.178263,P,1,348.3110165,348.3108355,A
MG(18:0)+H,MG,(18:0),M+H,C21 H43 O4,359.314937,14.080743,P,1,359.3154855,359.3155865,A
MG(18:0)+NH4,MG,(18:0),M+NH4,C21 H46 O4 N1,376.34181,14.013029,P,1,376.3423585,376.3421355,A
LPE(16:0)-H,LPE,(16:0),M-H,C21 H43 O7 N1 P1,452.27849,8.51493,N,1,452.2779415,452.2782655,A
LPE(18:1)-H,LPE,(18:1),M-H,C23 H45 O7 N1 P1,478.294127,8.451409,N,1,478.2935785,478.2939155,A
LPE(18:0)-H,LPE,(18:0),M-H,C23 H47 O7 N1 P1,480.309475,11.293136,N,1,480.3089265,480.3095655,A
LPE(20:5)-H,LPE,(20:5),M-H,C25 H41 O7 N1 P1,498.262719,4.667664,N,1,498.2621705,498.2626155,A
LPE(20:4)-H,LPE,(20:4),M-H,C25 H43 O7 N1 P1,500.278446,5.713746,N,1,500.2778975,500.2782655,A
LPE(20:3)-H,LPE,(20:3),M-H,C25 H45 O7 N1 P1,502.294367,7.342586,N,1,502.2938185,502.2939155,A
Cer(d18:1/14:0)+H,Cer,(d18:1/14:0),M+H,C32 H64 O3 N1,510.488462,19.280804,P,1,510.4890105,510.4880705,A
LPE(22:6)-H,LPE,(22:6),M-H,C27 H43 O7 N1 P1,524.278405,5.473083,N,1,524.2778565,524.2782655,A
LPS(18:0)-H,LPS,(18:0),M-H,C24 H47 O9 N1 P1,524.299336,9.869852,N,1,524.2987875,524.2993955,A
LPE(22:4)-H,LPE,(22:4),M-H,C27 H47 O7 N1 P1,528.309486,7.565417,N,1,528.3089375,528.3095655,A
LPE(22:3)-H,LPE,(22:3),M-H,C27 H49 O7 N1 P1,530.325361,9.810727,N,1,530.3248125,530.3252155,A
Cer(d18:2/16:0)+H,Cer,(d18:2/16:0),M+H,C34 H66 O3 N1,536.503209,19.379896,P,1,536.5037575,536.5037205,A
LPC(16:1)+HCOO,LPC,(16:1),M+HCOO,C25 H49 O9 N1 P1,538.315382,5.777012,N,1,538.3148335,538.3150455,A
Cer(d18:1/16:0)+H,Cer,(d18:1/16:0),M+H,C34 H68 O3 N1,538.519194,21.505678,P,1,538.5197425,538.5193705,A
LPC(16:0)+HCOO,LPC,(16:0),M+HCOO,C25 H51 O9 N1 P1,540.330882,6.974811,N,1,540.3303335,540.3306955,A
DG(16:0/14:0)+NH4,DG,(16:0/14:0),M+NH4,C33 H68 O5 N1,558.508413,22.239989,P,1,558.5089615,558.5092005,A
LPC(18:1)+HCOO,LPC,(18:1),M+HCOO,C27 H53 O9 N1 P1,566.346537,7.534879,N,1,566.3459885,566.3463455,A
Cer(d18:1/18:0)+H,Cer,(d18:1/18:0),M+H,C36 H72 O3 N1,566.551551,22.833187,P,1,566.5520995,566.5506705,A
LPC(18:0)+HCOO,LPC,(18:0),M+HCOO,C27 H55 O9 N1 P1,568.361894,10.982259,N,1,568.3613455,568.3619955,A
DG(16:0/16:1)+NH4,DG,(16:0/16:1),M+NH4,C35 H70 O5 N1,584.524049,22.507643,P,1,584.5245975,584.5248505,A
DG(18:1/14:0)+NH4,DG,(18:1/14:0),M+NH4,C35 H70 O5 N1,584.52456,21.982599,P,1,584.5251085,584.5248505,A
DG(16:0/16:0)+NH4,DG,(16:0/16:0),M+NH4,C35 H72 O5 N1,586.539887,24.154406,P,1,586.5404355,586.5405005,A
LPI(18:0)-H,LPI,(18:0),M-H,C27 H52 O12 N0 P1,599.320404,9.359085,N,1,599.3198555,599.3201915,A
DG(16:0/17:0)+NH4,DG,(16:0/17:0),M+NH4,C36 H74 O5 N1,600.555748,24.924776,P,1,600.5562965,600.5561505,A
DG(16:1/18:1)+NH4,DG,(16:1/18:1),M+NH4,C37 H72 O5 N1,610.539667,22.702514,P,1,610.5402155,610.5405005,A
DG(16:0/18:1)+NH4,DG,(16:0/18:1),M+NH4,C37 H74 O5 N1,612.555677,24.10375,P,1,612.5562255,612.5561505,A
DG(18:0/16:0)+NH4,DG,(18:0/16:0),M+NH4,C37 H76 O5 N1,614.571209,25.951697,P,1,614.5717575,614.5718005,A
Cer(d18:1/22:1)+H,Cer,(d18:1/22:1),M+H,C40 H78 O3 N1,620.59694,24.428307,P,1,620.5974885,620.5976205,A
Cer(d18:2/22:0)+H,Cer,(d18:2/22:0),M+H,C40 H78 O3 N1,620.597124,25.520272,P,1,620.5976725,620.5976205,A
Cer(d18:1/22:0)+H,Cer,(d18:1/22:0),M+H,C40 H80 O3 N1,622.612452,26.740056,P,1,622.6130005,622.6132705,A
DG(18:1/18:2)+NH4,DG,(18:1/18:2),M+NH4,C39 H74 O5 N1,636.555605,22.837722,P,1,636.5561535,636.5561505,A
DG(18:1/18:1)+NH4,DG,(18:1/18:1),M+NH4,C39 H76 O5 N1,638.571077,24.152148,P,1,638.5716255,638.5718005,A
DG(18:0/18:1)+NH4,DG,(18:0/18:1),M+NH4,C39 H78 O5 N1,640.586801,25.898665,P,1,640.5873495,640.5874505,A
DG(18:0/18:0)+NH4,DG,(18:0/18:0),M+NH4,C39 H80 O5 N1,642.602313,27.310585,P,1,642.6028615,642.6031005,A
Cer(d18:2/24:1)+H,Cer,(d18:2/24:1),M+H,C42 H80 O3 N1,646.612653,24.917965,P,1,646.6132015,646.6132705,A
Cer(d18:1/24:1)+H,Cer,(d18:1/24:1),M+H,C42 H82 O3 N1,648.627969,26.419679,P,1,648.6285175,648.6289205,A
Cer(d18:1/24:0)+H,Cer,(d18:1/24:0),M+H,C42 H84 O3 N1,650.643638,27.458312,P,1,650.6441865,650.6445705,A
DG(18:1/20:4)+NH4,DG,(18:1/20:4),M+NH4,C41 H74 O5 N1,660.555036,22.314001,P,1,660.5555845,660.5561505,A
DG(18:0/20:4)+NH4,DG,(18:0/20:4),M+NH4,C41 H76 O5 N1,662.571207,23.859629,P,1,662.5717555,662.5718005,A
DG(18:1/20:3)+NH4,DG,(18:1/20:3),M+NH4,C41 H76 O5 N1,662.571767,23.305329,P,1,662.5723155,662.5718005,A
DG(18:0/20:3)+NH4,DG,(18:0/20:3),M+NH4,C41 H78 O5 N1,664.586397,25.515736,P,1,664.5869455,664.5874505,A
DG(20:1/18:1)+NH4,DG,(20:1/18:1),M+NH4,C41 H80 O5 N1,666.602761,26.075907,P,1,666.6033095,666.6031005,A
PE(18:1p/14:0)-H,PE,(18:1p/14:0),M-H,C37 H71 O7 N1 P1,672.497795,20.721803,N,1,672.4972465,672.4973655,A
PE(16:0p/16:1)-H,PE,(16:0p/16:1),M-H,C37 H71 O7 N1 P1,672.497884,21.263636,N,1,672.4973355,672.4973655,A
CerG1(d18:1/14:0)+H,CerG1,(d18:1/14:0),M+H,C38 H74 O8 N1,672.538346,18.29801,P,1,672.5388945,672.5408955,A
PE(16:0p/16:0)-H,PE,(16:0p/16:0),M-H,C37 H73 O7 N1 P1,674.513488,23.131252,N,1,674.5129395,674.5130155,A
Cer(d18:1/26:1)+H,Cer,(d18:1/26:1),M+H,C44 H86 O3 N1,676.658882,27.097518,P,1,676.6594305,676.6602205,A
Cer(d18:1/26:0)+H,Cer,(d18:1/26:0),M+H,C44 H88 O3 N1,678.674406,28.257033,P,1,678.6749545,678.6758705,A
PE(16:0/16:2)-H,PE,(16:0/16:2),M-H,C37 H69 O8 N1 P1,686.476027,19.505088,N,1,686.4754785,686.4766305,A
PE(16:1/16:1)-H,PE,(16:1/16:1),M-H,C37 H69 O8 N1 P1,686.476746,18.949204,N,1,686.4761975,686.4766305,A
PE(16:0p/17:1)-H,PE,(16:0p/17:1),M-H,C38 H73 O7 N1 P1,686.512956,22.265276,N,1,686.5124075,686.5130155,A
PE(16:1/16:1)+H,PE,(16:1/16:1),M+H,C37 H71 O8 N1 P1,688.490518,18.490393,P,1,688.4910665,688.4911835,A
PE(16:0/16:1)-H,PE,(16:0/16:1),M-H,C37 H71 O8 N1 P1,688.493069,20.551136,N,1,688.4925205,688.4922805,A
DG(18:0/22:5)+NH4,DG,(18:0/22:5),M+NH4,C43 H78 O5 N1,688.587207,23.873321,P,1,688.5877555,688.5874505,A
PE(16:0/16:1)+H,PE,(16:0/16:1),M+H,C37 H73 O8 N1 P1,690.506294,20.530361,P,1,690.5068425,690.5068335,A
PE(16:0/16:0)-H,PE,(16:0/16:0),M-H,C37 H73 O8 N1 P1,690.509106,22.258495,N,1,690.5085575,690.5079305,A
PE(16:0/16:0)+H,PE,(16:0/16:0),M+H,C37 H75 O8 N1 P1,692.52153,22.242249,P,1,692.5220785,692.5224835,A
DG(18:1/22:1)+NH4,DG,(18:1/22:1),M+NH4,C43 H84 O5 N1,694.633072,27.10207,P,1,694.6336205,694.6344005,A
PE(16:0p/18:3)-H,PE,(16:0p/18:3),M-H,C39 H71 O7 N1 P1,696.496321,20.386515,N,1,696.4957725,696.4973655,A
PE(18:1p/16:1)-H,PE,(18:1p/16:1),M-H,C39 H73 O7 N1 P1,698.5137,20.751988,N,1,698.5131515,698.5130155,A
PE(16:0p/18:2)-H,PE,(16:0p/18:2),M-H,C39 H73 O7 N1 P1,698.513775,21.823795,N,1,698.5132265,698.5130155,A
CerG1(d18:2/16:0)+H,CerG1,(d18:2/16:0),M+H,C40 H76 O8 N1,698.555044,18.664421,P,1,698.5555925,698.5565455,A
PE(16:1/17:1)-H,PE,(16:1/17:1),M-H,C38 H71 O8 N1 P1,700.492684,19.308442,N,1,700.4921355,700.4922805,A
PE(16:0p/18:1)-H,PE,(16:0p/18:1),M-H,C39 H75 O7 N1 P1,700.529223,22.880464,N,1,700.5286745,700.5286655,A
CerG1(d18:1/16:0)+H,CerG1,(d18:1/16:0),M+H,C40 H78 O8 N1,700.57115,20.493353,P,1,700.5716985,700.5721955,A
PE(16:0/17:1)-H,PE,(16:0/17:1),M-H,C38 H73 O8 N1 P1,702.507034,20.804705,N,1,702.5064855,702.5079305,A
PE(18:0p/16:0)-H,PE,(18:0p/16:0),M-H,C39 H77 O7 N1 P1,702.544879,24.559636,N,1,702.5443305,702.5443155,A
PE(14:0/20:4)-H,PE,(14:0/20:4),M-H,C39 H69 O8 N1 P1,710.477412,18.439241,N,1,710.4768635,710.4766305,A
PE(16:1/18:2)-H,PE,(16:1/18:2),M-H,C39 H71 O8 N1 P1,712.491064,18.687552,N,1,712.4905155,712.4922805,A
PE(18:1p/17:1)-H,PE,(18:1p/17:1),M-H,C40 H75 O7 N1 P1,712.530127,21.832884,N,1,712.5295785,712.5286655,A
PE(16:2/18:1)+H,PE,(16:2/18:1),M+H,C39 H73 O8 N1 P1,714.505897,19.521856,P,1,714.5064455,714.5068335,A
PE(16:1/18:1)-H,PE,(16:1/18:1),M-H,C39 H73 O8 N1 P1,714.508221,20.444655,N,1,714.5076725,714.5079305,A
PE(16:0p/19:1)-H,PE,(16:0p/19:1),M-H,C40 H77 O7 N1 P1,714.544905,23.891862,N,1,714.5443565,714.5443155,A
PE(16:1/18:1)+H,PE,(16:1/18:1),M+H,C39 H75 O8 N1 P1,716.521225,20.034036,P,1,716.5217735,716.5224835,A
PE(16:0/18:1)-H,PE,(16:0/18:1),M-H,C39 H75 O8 N1 P1,716.52398,22.056897,N,1,716.5234315,716.5235805,A
PE(16:0/18:1)+H,PE,(16:0/18:1),M+H,C39 H77 O8 N1 P1,718.537609,22.110091,P,1,718.5381575,718.5381335,A
PE(18:0/16:0)-H,PE,(18:0/16:0),M-H,C39 H77 O8 N1 P1,718.540231,23.993148,N,1,718.5396825,718.5392305,A
PE(16:1p/20:4)-H,PE,(16:1p/20:4),M-H,C41 H71 O7 N1 P1,720.496443,19.047402,N,1,720.4958945,720.4973655,A
PE(16:0p/20:5)-H,PE,(16:0p/20:5),M-H,C41 H71 O7 N1 P1,720.497582,19.596763,N,1,720.4970335,720.4973655,A
PE(18:0/16:0)+H,PE,(18:0/16:0),M+H,C39 H79 O8 N1 P1,720.553309,24.382107,P,1,720.5538575,720.5537835,A
PC(14:0/14:0)+HCOO,PC,(14:0/14:0),M+HCOO,C37 H73 O10 N1 P1,722.498285,17.719055,N,1,722.4977365,722.4977605,A
PE(16:0p/20:4)-H,PE,(16:0p/20:4),M-H,C41 H73 O7 N1 P1,722.513239,20.677107,N,1,722.5126905,722.5130155,A
PE(16:0p/20:3)-H,PE,(16:0p/20:3),M-H,C41 H75 O7 N1 P1,724.529258,22.29551,N,1,724.5287095,724.5286655,A
PE(18:1p/18:1)-H,PE,(18:1p/18:1),M-H,C41 H77 O7 N1 P1,726.54467,22.84945,N,1,726.5441215,726.5443155,A
PE(17:1/18:1)-H,PE,(17:1/18:1),M-H,C40 H75 O8 N1 P1,728.523732,21.265911,N,1,728.5231835,728.5235805,A
PE(18:0p/18:1)-H,PE,(18:0p/18:1),M-H,C41 H79 O7 N1 P1,728.560726,24.451394,N,1,728.5601775,728.5599655,A
PS(16:0/16:1)-H,PS,(16:0/16:1),M-H,C38 H71 O10 N1 P1,732.48438,19.563806,N,1,732.4838315,732.4821105,A
PE(16:1/20:5)-H,PE,(16:1/20:5),M-H,C41 H69 O8 N1 P1,734.475291,17.457436,N,1,734.4747425,734.4766305,A
PE(16:1/20:4)-H,PE,(16:1/20:4),M-H,C41 H71 O8 N1 P1,736.491138,18.21057,N,1,736.4905895,736.4922805,A
PE(16:0/20:5)-H,PE,(16:0/20:5),M-H,C41 H71 O8 N1 P1,736.491651,19.294894,N,1,736.4911025,736.4922805,A
PE(16:1/20:5)+H,PE,(16:1/20:5),M+H,C41 H71 O8 N1 P1,736.490561,17.70036,P,1,736.4911095,736.4911835,A
PE(16:0/20:5)+H,PE,(16:0/20:5),M+H,C41 H73 O8 N1 P1,738.505775,19.377652,P,1,738.5063235,738.5068335,A
PE(16:0/20:4)-H,PE,(16:0/20:4),M-H,C41 H73 O8 N1 P1,738.508705,20.379734,N,1,738.5081565,738.5079305,A
PE(16:0p/21:3)-H,PE,(16:0p/21:3),M-H,C42 H77 O7 N1 P1,738.545549,22.810172,N,1,738.5450005,738.5443155,A
PE(16:0/20:4)+H,PE,(16:0/20:4),M+H,C41 H75 O8 N1 P1,740.521301,19.918544,P,1,740.5218495,740.5224835,A
PE(18:1/18:2)-H,PE,(18:1/18:2),M-H,C41 H75 O8 N1 P1,740.524035,20.92384,N,1,740.5234865,740.5235805,A
PE(18:1p/19:1)-H,PE,(18:1p/19:1),M-H,C42 H79 O7 N1 P1,740.561142,23.951623,N,1,740.5605935,740.5599655,A
PE(18:1/18:1)-H,PE,(18:1/18:1),M-H,C41 H77 O8 N1 P1,742.539774,21.996585,N,1,742.5392255,742.5392305,A
PE(18:0p/19:1)-H,PE,(18:0p/19:1),M-H,C42 H81 O7 N1 P1,742.575914,25.190705,N,1,742.5753655,742.5756155,A
PE(18:1/18:1)+H,PE,(18:1/18:1),M+H,C41 H79 O8 N1 P1,744.554124,22.019593,P,1,744.5546725,744.5537835,A
PE(18:0/18:1)-H,PE,(18:0/18:1),M-H,C41 H79 O8 N1 P1,744.55569,23.788192,N,1,744.5551415,744.5548805,A
PC(16:2/14:0)+HCOO,PC,(16:2/14:0),M+HCOO,C39 H73 O10 N1 P1,746.498489,17.452901,N,1,746.4979405,746.4977605,A
PE(18:0/18:1)+H,PE,(18:0/18:1),M+H,C41 H81 O8 N1 P1,746.569148,23.912534,P,1,746.5696965,746.5694335,A
PC(16:1/14:0)+HCOO,PC,(16:1/14:0),M+HCOO,C39 H75 O10 N1 P1,748.513536,18.337868,N,1,748.5129875,748.5134105,A
PE(18:0p/20:5)-H,PE,(18:0p/20:5),M-H,C43 H75 O7 N1 P1,748.528401,22.460814,N,1,748.5278525,748.5286655,A
PE(18:1p/20:4)-H,PE,(18:1p/20:4),M-H,C43 H75 O7 N1 P1,748.529136,21.228436,N,1,748.5285875,748.5286655,A
PC(16:0/14:0)+HCOO,PC,(16:0/14:0),M+HCOO,C39 H77 O10 N1 P1,750.53024,19.446913,N,1,750.5296915,750.5290605,A
PE(16:0p/22:4)-H,PE,(16:0p/22:4),M-H,C43 H77 O7 N1 P1,750.544677,22.297785,N,1,750.5441285,750.5443155,A
PE(18:0p/20:4)-H,PE,(18:0p/20:4),M-H,C43 H77 O7 N1 P1,750.544795,23.015706,N,1,750.5442465,750.5443155,A
PE(16:0p/22:3)-H,PE,(16:0p/22:3),M-H,C43 H79 O7 N1 P1,752.560194,23.540706,N,1,752.5596455,752.5599655,A
PE(18:0p/20:3)-H,PE,(18:0p/20:3),M-H,C43 H79 O7 N1 P1,752.560418,24.076183,N,1,752.5598695,752.5599655,A
PE(16:0/21:3)-H,PE,(16:0/21:3),M-H,C42 H77 O8 N1 P1,754.539187,21.61287,N,1,754.5386385,754.5392305,A
PE(18:1p/20:1)-H,PE,(18:1p/20:1),M-H,C43 H81 O7 N1 P1,754.575808,24.642867,N,1,754.5752595,754.5756155,A
PE(18:0p/20:2)-H,PE,(18:0p/20:2),M-H,C43 H81 O7 N1 P1,754.576006,25.23472,N,1,754.5754575,754.5756155,A
PE(18:1/19:1)-H,PE,(18:1/19:1),M-H,C42 H79 O8 N1 P1,756.555605,22.361329,N,1,756.5550565,756.5548805,A
PE(18:0p/20:1)-H,PE,(18:0p/20:1),M-H,C43 H83 O7 N1 P1,756.59169,26.970795,N,1,756.5911415,756.5912655,A
PE(16:0p/22:1)-H,PE,(16:0p/22:1),M-H,C43 H83 O7 N1 P1,756.591913,25.82032,N,1,756.5913645,756.5912655,A
